"","gene","p.value","gene","count"
"419","ALG9_ARATH",0.20888453,"ALG9_ARATH",7
"420","ALIS1_ARATH",0.763993297,"ALIS1_ARATH",1
"421","ALIS2_ARATH",0.38186014,"ALIS2_ARATH",1
"422","ALIS3_ARATH",0.742641879,"ALIS3_ARATH",5
"423","ALIS5_ARATH",0.576133467,"ALIS5_ARATH",2
"424","ALIX_DICDI",0.932112654,"ALIX_DICDI",2
"425","ALKB5_MOUSE",0.390468777,"ALKB5_MOUSE",1
"426","ALKB8_XENTR",0.402073177,"ALKB8_XENTR",3
"427","ALKBH_ARATH",0.548476703,"ALKBH_ARATH",2
"428","ALKE_BABBO",0.679964452,"ALKE_BABBO",1
"429","ALL9_OLEEU",0.243902666,"ALL9_OLEEU",3
"430","ALLN_ALLCE",0.400764631,"ALLN_ALLCE",1
"431","ALLN_ALLCG",0.159982837,"ALLN_ALLCG",2
"432","ALLN2_ALLSA",1,"ALLN2_ALLSA",1
"433","ALMT3_ARATH",0.805722526,"ALMT3_ARATH",1
"434","ALMT9_ARATH",0.649013859,"ALMT9_ARATH",2
"435","ALT3_ARATH",0.386925519,"ALT3_ARATH",3
"436","ALY2_ARATH",0.715806766,"ALY2_ARATH",2
"437","ALY3_ARATH",0.236194542,"ALY3_ARATH",7
"438","AMERL_ARATH",0.684956548,"AMERL_ARATH",2
"439","AMI1_ARATH",0.378019558,"AMI1_ARATH",2
"440","AMO_ARATH",0.391093986,"AMO_ARATH",6
"441","AMO_LENCU",0.741849659,"AMO_LENCU",1
"442","AMO_PEA",0.564730696,"AMO_PEA",3
"443","AMO1_ARTS1",0.809674479,"AMO1_ARTS1",1
"444","AMO2_ARTS1",0.273320128,"AMO2_ARTS1",1
"445","AMOH_ARTGO",1,"AMOH_ARTGO",1
"446","AMPD_ARATH",0.536282528,"AMPD_ARATH",3
"447","AMPD_ORYSJ",0.451031203,"AMPD_ORYSJ",5
"448","AMPL2_ORYSJ",0.038249265,"AMPL2_ORYSJ",6
"449","AMPP1_COPC7",0.714054066,"AMPP1_COPC7",3
"450","AMPP1_EMENI",1,"AMPP1_EMENI",2
"451","AMPP1_PARBP",0.776478427,"AMPP1_PARBP",1
"452","AMRA1_HUMAN",0.312953826,"AMRA1_HUMAN",3
"453","AMSH1_ARATH",0.211519407,"AMSH1_ARATH",2
"454","AMSH2_ARATH",0.049408133,"AMSH2_ARATH",8
"455","AMSH3_ARATH",0.087470487,"AMSH3_ARATH",3
"456","AMT11_ORYSJ",0.315812608,"AMT11_ORYSJ",6
"457","AMT32_ORYSJ",0.08190092,"AMT32_ORYSJ",2
"458","AMY_STRGR",0.512993713,"AMY_STRGR",1
"459","AMY_STRVL",0.408278607,"AMY_STRVL",4
"460","AMY2_ARATH",0.168485312,"AMY2_ARATH",4
"461","AMY3_ARATH",0.065400315,"AMY3_ARATH",4
"462","AMYB_MAIZE",0.226926067,"AMYB_MAIZE",6
"463","AMYB_MEDSA",0.182126603,"AMYB_MEDSA",1
"464","AMYB_WHEAT",0.55202027,"AMYB_WHEAT",1
"465","AN13B_MOUSE",0.442167632,"AN13B_MOUSE",3
"466","AN13C_DANRE",0.965449886,"AN13C_DANRE",1
"467","AN321_ORYSJ",0.117010547,"AN321_ORYSJ",8
"468","ANAG_HUMAN",0.319528721,"ANAG_HUMAN",8
"469","ANGLT_ROSHC",0.187563002,"ANGLT_ROSHC",13
"470","ANK1_HUMAN",0.725376597,"ANK1_HUMAN",5
"471","ANK2_HUMAN",0.468983647,"ANK2_HUMAN",1
"472","ANK3_HUMAN",0.873064464,"ANK3_HUMAN",1
"473","ANKZ1_HUMAN",0.904174819,"ANKZ1_HUMAN",1
"474","ANM1_ORYSJ",0.654781324,"ANM1_ORYSJ",2
"475","ANM3_ORYSI",1,"ANM3_ORYSI",1
"476","ANM3_ORYSJ",0.414511473,"ANM3_ORYSJ",4
"477","ANM5_ORYSJ",0.7489085,"ANM5_ORYSJ",1
"478","ANM62_ORYSJ",0.358382436,"ANM62_ORYSJ",1
"479","ANR28_MOUSE",0.770594166,"ANR28_MOUSE",1
"480","ANT1_ARATH",0.697509403,"ANT1_ARATH",3
"481","ANTA_GENTR",0.318463817,"ANTA_GENTR",2
"482","ANTL1_ARATH",0.66113082,"ANTL1_ARATH",4
"483","ANTL2_ARATH",0.910351997,"ANTL2_ARATH",1
"484","ANTR6_ARATH",0.316564091,"ANTR6_ARATH",1
"485","ANX1_ARATH",0.670167039,"ANX1_ARATH",1
"486","ANX4_FRAAN",0.283266111,"ANX4_FRAAN",1
"487","ANXD1_ARATH",0.6650812,"ANXD1_ARATH",1
"488","ANXD3_ARATH",0.023386947,"ANXD3_ARATH",1
"489","ANXD4_ARATH",0.214754725,"ANXD4_ARATH",2
"490","ANXD5_ARATH",0.596032211,"ANXD5_ARATH",2
"491","ANXD6_ARATH",0.155086285,"ANXD6_ARATH",1
"492","ANXD7_ARATH",0.457622978,"ANXD7_ARATH",1
"493","AOC3_ARATH",0.502178813,"AOC3_ARATH",4
"494","AOP1C_ARATH",0.918976446,"AOP1C_ARATH",1
"495","AOX1_TOBAC",0.728027509,"AOX1_TOBAC",2
"496","AOX1B_ARATH",0.88735267,"AOX1B_ARATH",1
"497","AOX2_SOYBN",0.729834156,"AOX2_SOYBN",1
"498","AOX2_TOBAC",0.955696765,"AOX2_TOBAC",1
"499","AOX4_ARATH",0.431114591,"AOX4_ARATH",7
"500","AP1G1_ARATH",0.760604847,"AP1G1_ARATH",1
"501","AP1G2_ARATH",0.269982782,"AP1G2_ARATH",4
"502","AP1M2_ARATH",0.688660964,"AP1M2_ARATH",4
"503","AP1S1_ARATH",0.583528528,"AP1S1_ARATH",3
"504","AP2_ARATH",0.129917545,"AP2_ARATH",6
"505","AP2A2_ARATH",0.523891357,"AP2A2_ARATH",2
"506","AP2L4_ARATH",0.47665198,"AP2L4_ARATH",1
"507","AP2M_ARATH",0.885715793,"AP2M_ARATH",2
"508","AP2S_ARATH",0.564529417,"AP2S_ARATH",4
"509","AP2S1_MAIZE",0.671845073,"AP2S1_MAIZE",1
"510","AP3D_ARATH",0.696638744,"AP3D_ARATH",1
"511","AP3M_ARATH",0.479930468,"AP3M_ARATH",2
"512","AP3S_ARATH",0.035257627,"AP3S_ARATH",3
"513","AP4E_ARATH",0.256594589,"AP4E_ARATH",4
"514","AP4M_ARATH",0.25805671,"AP4M_ARATH",5
"515","AP4S_ARATH",1,"AP4S_ARATH",2
"516","AP5M_ARATH",0.754519024,"AP5M_ARATH",3
"517","APAG_MAGSA",0.137919707,"APAG_MAGSA",4
"518","APBLA_ARATH",0.140836159,"APBLA_ARATH",5
"519","APBLB_ARATH",0.793205259,"APBLB_ARATH",1
"520","APBLC_ARATH",0.77065509,"APBLC_ARATH",1
"521","APC10_ARATH",0.405358472,"APC10_ARATH",4
"522","APC3_DICDI",0.602097843,"APC3_DICDI",1
"523","APC5_ARATH",0.398167124,"APC5_ARATH",1
"524","APC7_ARATH",0.140841778,"APC7_ARATH",2
"525","APE2_ARATH",0.860697628,"APE2_ARATH",2
"526","APEH_MOUSE",0.245082112,"APEH_MOUSE",6
"527","APG_ORYSJ",0.659955021,"APG_ORYSJ",2
"528","APG2_ARATH",0.902594767,"APG2_ARATH",2
"529","APG3_ARATH",0.740637271,"APG3_ARATH",2
"530","APGM_IGNH4",0.731190759,"APGM_IGNH4",1
"531","APGM_SULIY",1,"APGM_SULIY",1
"532","APH1_ARATH",0.127878723,"APH1_ARATH",2
"533","API5_CHICK",0.59068004,"API5_CHICK",2
"534","API5_PONAB",0.006930027,"API5_PONAB",1
"535","APK1_ARATH",0.076229547,"APK1_ARATH",1
"536","APK1A_ARATH",0.738035416,"APK1A_ARATH",2
"537","APK1B_ARATH",0.442452727,"APK1B_ARATH",5
"538","APK2B_ARATH",0.09009056,"APK2B_ARATH",10
"539","APK3_ARATH",0.035959142,"APK3_ARATH",3
"540","APL_ARATH",0.04991395,"APL_ARATH",11
"541","APM1_ARATH",1,"APM1_ARATH",1
"542","APM1A_ORYSJ",0.28468338,"APM1A_ORYSJ",5
"543","APM1B_ORYSJ",0.26757503,"APM1B_ORYSJ",6
"544","APM1C_ORYSJ",0.314029732,"APM1C_ORYSJ",3
"545","APMAP_BOVIN",0.462866997,"APMAP_BOVIN",1
"546","APO1_ARATH",0.051264992,"APO1_ARATH",4
"547","APO2_ARATH",0.554525572,"APO2_ARATH",2
"548","APR1_ORYSJ",0.07224154,"APR1_ORYSJ",2
"549","APRL3_ORYSJ",0.679364888,"APRL3_ORYSJ",4
"550","APRL4_ORYSJ",1,"APRL4_ORYSJ",1
"551","APRL5_ORYSJ",0.002810701,"APRL5_ORYSJ",7
"552","APRL6_ORYSJ",0.324280866,"APRL6_ORYSJ",2
"553","APRR5_ARATH",0.803509588,"APRR5_ARATH",1
"554","APRR9_ARATH",0.440216729,"APRR9_ARATH",3
"555","APS2_ARATH",0.315423972,"APS2_ARATH",5
"556","APS3_ARATH",0.37755053,"APS3_ARATH",3
"557","APT1_WHEAT",0.53434573,"APT1_WHEAT",3
"558","APT11_DICDI",0.656982028,"APT11_DICDI",1
"559","APT2_ARATH",0.314896482,"APT2_ARATH",3
"560","APT5_ARATH",0.527545332,"APT5_ARATH",2
"561","APX1_ORYSJ",0.017069788,"APX1_ORYSJ",4
"562","APX2_ORYSJ",0.538355687,"APX2_ORYSJ",2
"563","APX4_ORYSJ",0.335023912,"APX4_ORYSJ",6
"564","APX6_ARATH",0.041923686,"APX6_ARATH",6
"565","APX6_ORYSJ",0.546348091,"APX6_ORYSJ",1
"566","APX7_ORYSJ",0.306475055,"APX7_ORYSJ",4
"567","APX8_ORYSJ",0.389575341,"APX8_ORYSJ",5
"568","APY1_ORYSJ",0.793562857,"APY1_ORYSJ",2
"569","APY3_ORYSJ",0.293239166,"APY3_ORYSJ",10
"570","APY5_ARATH",0.76973887,"APY5_ARATH",1
"571","APY6_ARATH",0.52273767,"APY6_ARATH",4
"572","APY7_ARATH",0.305387817,"APY7_ARATH",3
"573","AQR_HUMAN",0.947788424,"AQR_HUMAN",1
"574","AQR_MOUSE",0.819740134,"AQR_MOUSE",2
"575","ARAD1_ARATH",0.26713754,"ARAD1_ARATH",7
"576","ARAE1_ORYSJ",0.761806452,"ARAE1_ORYSJ",1
"577","ARAE2_ORYSJ",0.601749838,"ARAE2_ORYSJ",2
"578","ARAE3_ORYSJ",0.338253627,"ARAE3_ORYSJ",2
"579","ARAK_ARATH",0.296498,"ARAK_ARATH",5
"580","ARAS2_ARATH",0.026643369,"ARAS2_ARATH",4
"581","ARASP_ARATH",0.325619034,"ARASP_ARATH",2
"582","ARC1B_ARATH",0.041918889,"ARC1B_ARATH",6
"583","ARC2A_ARATH",0.199070545,"ARC2A_ARATH",4
"584","ARC5_ARATH",1,"ARC5_ARATH",2
"585","ARC5A_ARATH",0.503610806,"ARC5A_ARATH",1
"586","ARC6_ARATH",0.880997169,"ARC6_ARATH",1
"587","ARF_DUGJA",0.091161281,"ARF_DUGJA",5
"588","ARF_MAIZE",0.239473587,"ARF_MAIZE",3
"589","ARF1_ARATH",0.536892152,"ARF1_ARATH",2
"590","ARF1_ORYSJ",0.308618978,"ARF1_ORYSJ",7
"591","ARF2_ORYSJ",0.750854545,"ARF2_ORYSJ",1
"592","ARF2_RAT",1,"ARF2_RAT",1
"593","ARF3_ARATH",0.542254924,"ARF3_ARATH",1
"594","ARF5_ARATH",0.127002688,"ARF5_ARATH",3
"595","ARFA_ORYSJ",0.582342028,"ARFA_ORYSJ",4
"596","ARFC_ORYSJ",0.366139103,"ARFC_ORYSJ",5
"597","ARFD_ORYSJ",0.164137505,"ARFD_ORYSJ",7
"598","ARFG_ORYSJ",0.317240895,"ARFG_ORYSJ",4
"599","ARFH_ORYSJ",0.086874024,"ARFH_ORYSJ",6
"600","ARFI_ORYSJ",0.287563265,"ARFI_ORYSJ",12
"601","ARFL_ORYSI",0.396103603,"ARFL_ORYSI",1
"602","ARFN_ORYSJ",0.413035179,"ARFN_ORYSJ",2
"603","ARFO_ORYSJ",0.499589858,"ARFO_ORYSJ",6
"604","ARFP_ORYSJ",0.408916234,"ARFP_ORYSJ",2
"605","ARFQ_ORYSI",0.475721942,"ARFQ_ORYSI",1
"606","ARFQ_ORYSJ",0.292621326,"ARFQ_ORYSJ",4
"607","ARFR_ARATH",0.741679154,"ARFR_ARATH",1
"608","ARFR_ORYSJ",0.579176351,"ARFR_ORYSJ",4
"609","ARFRP_BOVIN",0.403711105,"ARFRP_BOVIN",2
"610","ARFRP_RAT",0.727897323,"ARFRP_RAT",1
"611","ARFU_ORYSJ",0.451652575,"ARFU_ORYSJ",8
"612","ARFV_ORYSJ",0.743134985,"ARFV_ORYSJ",2
"613","ARFW_ORYSI",0.347119443,"ARFW_ORYSI",3
"614","ARFW_ORYSJ",0.254408126,"ARFW_ORYSJ",5
"615","ARFX_ORYSJ",0.408424543,"ARFX_ORYSJ",9
"616","ARGC_ORYSJ",0.062414329,"ARGC_ORYSJ",2
"617","ARGD_ALNGL",0.124559299,"ARGD_ALNGL",2
"618","ARGE_ARATH",0.031495324,"ARGE_ARATH",5
"619","ARGI1_ORYSI",0.175240035,"ARGI1_ORYSI",1
"620","ARGI1_ORYSJ",0.123743238,"ARGI1_ORYSJ",4
"621","ARGJ_MAIZE",0.017896955,"ARGJ_MAIZE",1
"622","ARGJ_SORBI",0.64411036,"ARGJ_SORBI",1
"623","ARI2_ARATH",0.808096953,"ARI2_ARATH",2
"624","ARI5_ARATH",0.730737178,"ARI5_ARATH",1
"625","ARI7_ARATH",0.822271615,"ARI7_ARATH",1
"626","ARI8_ARATH",0.05700809,"ARI8_ARATH",10
"627","ARIA_ARATH",0.3644675,"ARIA_ARATH",6
"628","ARID1_ARATH",0.170777746,"ARID1_ARATH",2
"629","ARID2_ARATH",0.476091046,"ARID2_ARATH",8
"630","ARID3_ARATH",0.7505559,"ARID3_ARATH",2
"631","ARID4_ARATH",0.146737009,"ARID4_ARATH",12
"632","ARID5_ARATH",0.684522835,"ARID5_ARATH",2
"633","ARK2_ORYSJ",0.95206492,"ARK2_ORYSJ",2
"634","ARL3_CHLRE",0.009543257,"ARL3_CHLRE",5
"635","ARL5A_HUMAN",0.518376212,"ARL5A_HUMAN",1
"636","ARL8A_XENTR",0.342466215,"ARL8A_XENTR",2
"637","ARL8B_RAT",0.237994279,"ARL8B_RAT",1
"638","ARLY_ARATH",0.205451646,"ARLY_ARATH",3
"639","ARMC7_MOUSE",0.802686365,"ARMC7_MOUSE",1
"640","ARMC8_BOVIN",0.285749939,"ARMC8_BOVIN",3
"641","AROA_PETHY",0.138875059,"AROA_PETHY",1
"642","AROA2_TOBAC",0.316414137,"AROA2_TOBAC",2
"643","AROC_CAPSE",0.806460463,"AROC_CAPSE",1
"644","AROC_SYNP2",0.414864738,"AROC_SYNP2",4
"645","AROC1_SOLLC",0.763065079,"AROC1_SOLLC",1
"646","AROD1_ARATH",0.218201121,"AROD1_ARATH",2
"647","AROD2_ARATH",0.593334345,"AROD2_ARATH",1
"648","AROD3_ARATH",0.342004297,"AROD3_ARATH",5
"649","AROD6_ARATH",0.772736462,"AROD6_ARATH",3
"650","AROG_ARATH",0.278139916,"AROG_ARATH",1
"651","AROG_ORYSJ",0.596520738,"AROG_ORYSJ",2
"652","AROG_SOLLC",0.745135113,"AROG_SOLLC",2
"653","ARP_ARATH",0.347504291,"ARP_ARATH",1
"654","ARP1_ARATH",0.917074795,"ARP1_ARATH",2
"655","ARP2_ORYSI",0.678057279,"ARP2_ORYSI",3
"656","ARP3_ARATH",0.09812686,"ARP3_ARATH",1
"657","ARP3_ORYSJ",0.384643944,"ARP3_ORYSJ",2
"658","ARP4_ORYSJ",0.464236476,"ARP4_ORYSJ",2
"659","ARP5_ARATH",0.746620889,"ARP5_ARATH",1
"660","ARP5_ORYSJ",0.318603515,"ARP5_ORYSJ",3
"661","ARP6_ORYSJ",0.859255231,"ARP6_ORYSJ",1
"662","ARP7_ORYSJ",0.347374984,"ARP7_ORYSJ",3
"663","ARP8_ORYSJ",0.169449322,"ARP8_ORYSJ",9
"664","ARP9_ORYSI",0.088734037,"ARP9_ORYSI",2
"665","ARP9_ORYSJ",0.17675816,"ARP9_ORYSJ",5
"666","ARPC3_ARATH",0.456730831,"ARPC3_ARATH",2
"667","ARPC4_ARATH",0.258051314,"ARPC4_ARATH",1
"668","ARSA_METJA",0.353314047,"ARSA_METJA",3
"669","ARSA_METTH",0.57944601,"ARSA_METTH",1
"670","ARSB_DICDI",0.614056887,"ARSB_DICDI",17
"671","ART1_ORYSJ",0.526075946,"ART1_ORYSJ",1
"672","ART2_YEAST",0.91017259,"ART2_YEAST",1
"673","ASA2_ORYSJ",0.608013972,"ASA2_ORYSJ",2
"674","ASB1_ORYSJ",0.48510541,"ASB1_ORYSJ",2
"675","ASB14_HUMAN",1,"ASB14_HUMAN",1
"676","ASCC1_MOUSE",0.505685468,"ASCC1_MOUSE",3
"677","ASCL1_ORYSJ",0.510277045,"ASCL1_ORYSJ",4
"678","ASD_ARATH",0.0010253,"ASD_ARATH",6
"679","ASD1_ARATH",0.085041568,"ASD1_ARATH",12
"680","ASE1_ARATH",0.482315447,"ASE1_ARATH",1
"681","ASE2_ARATH",0.503630534,"ASE2_ARATH",1
"682","ASF1A_ARATH",0.721615063,"ASF1A_ARATH",1
"683","ASHH1_ARATH",0.791135384,"ASHH1_ARATH",1
"684","ASHH2_ARATH",0.468891491,"ASHH2_ARATH",3
"685","ASHH3_ARATH",0.000939522,"ASHH3_ARATH",3
"686","ASHR3_ARATH",0.753811918,"ASHR3_ARATH",1
"687","ASIL2_ARATH",0.189600806,"ASIL2_ARATH",7
"688","ASK11_ARATH",0.461074729,"ASK11_ARATH",4
"689","ASK20_ARATH",0.367542696,"ASK20_ARATH",1
"690","ASK21_ARATH",0.639248293,"ASK21_ARATH",3
"691","ASK4_ARATH",0.615981723,"ASK4_ARATH",3
"692","ASNA_DROGR",1,"ASNA_DROGR",1
"693","ASNA_NEMVE",0.433622903,"ASNA_NEMVE",2
"694","ASNS_ASPOF",0.386689975,"ASNS_ASPOF",2
"695","ASNS_DICDI",0.125150629,"ASNS_DICDI",6
"696","ASNS_SANAU",6.2e-06,"ASNS_SANAU",3
"697","ASNS2_ORYSJ",0.739118769,"ASNS2_ORYSJ",1
"698","ASO_CUCMA",0.902035198,"ASO_CUCMA",1
"699","ASO_CUCPM",1,"ASO_CUCPM",1
"700","ASO_TOBAC",0.717216178,"ASO_TOBAC",1
"701","ASP1_ORYSJ",0.179623536,"ASP1_ORYSJ",5
"702","ASPG1_ARATH",0.316397944,"ASPG1_ARATH",8
"703","ASPG2_ARATH",0.20020004,"ASPG2_ARATH",2
"704","ASPGB_ARATH",0.004777169,"ASPGB_ARATH",4
"705","ASPL1_ARATH",0.186513961,"ASPL1_ARATH",4
"706","ASPL2_ARATH",0.260078639,"ASPL2_ARATH",8
"707","ASPR_HORVU",0.602419796,"ASPR_HORVU",2
"708","ASPR1_ORYSJ",0.09758271,"ASPR1_ORYSJ",8
"709","ASPRX_ORYSJ",3.83e-10,"ASPRX_ORYSJ",16
"710","ASR1_SOLLC",0.262994873,"ASR1_SOLLC",7
"711","ASR3_ARATH",0.95902267,"ASR3_ARATH",2
"712","ASR3_SOLLC",0.39736177,"ASR3_SOLLC",2
"713","ASSY_ARATH",0.516360725,"ASSY_ARATH",3
"714","ASTER_ARATH",0.325959686,"ASTER_ARATH",3
"715","AT101_ARATH",0.038504183,"AT101_ARATH",6
"716","AT13A_ARATH",0.297749028,"AT13A_ARATH",3
"717","AT18A_ARATH",0.862432385,"AT18A_ARATH",1
"718","AT18B_ARATH",0.556162729,"AT18B_ARATH",3
"719","AT18C_ARATH",0.149327381,"AT18C_ARATH",2
"720","AT18D_ARATH",0.264026987,"AT18D_ARATH",3
"721","AT18F_ARATH",0.749812389,"AT18F_ARATH",2
"722","AT18G_ARATH",0.372454701,"AT18G_ARATH",4
"723","AT18H_ARATH",0.825468951,"AT18H_ARATH",2
"724","AT74_ARATH",0.832502446,"AT74_ARATH",3
"725","AT7L3_DANRE",0.279108871,"AT7L3_DANRE",2
"726","ATAD1_BOVIN",0.630582627,"ATAD1_BOVIN",1
"727","ATAD3_CAEEL",0.436594906,"ATAD3_CAEEL",2
"728","ATCA1_ARATH",0.181046315,"ATCA1_ARATH",4
"729","ATCA8_ARATH",0.393731286,"ATCA8_ARATH",1
"730","ATD1A_DANRE",0.334387975,"ATD1A_DANRE",7
"731","ATE1_ARATH",0.112245881,"ATE1_ARATH",2
"732","ATE2_ARATH",0.173166446,"ATE2_ARATH",2
"733","ATESY_MAGGA",0.282030155,"ATESY_MAGGA",1
"734","ATESY_VITVI",0.010195496,"ATESY_VITVI",1
"735","ATG10_ARATH",0.832629625,"ATG10_ARATH",1
"736","ATG11_ARATH",0.264828853,"ATG11_ARATH",6
"737","ATG12_MEDTR",0.420194664,"ATG12_MEDTR",3
"738","ATG16_ARATH",0.099079688,"ATG16_ARATH",4
"739","ATG1A_ARATH",0.073893209,"ATG1A_ARATH",3
"740","ATG1C_ARATH",0.836404868,"ATG1C_ARATH",3
"741","ATG2_ARATH",0.323096286,"ATG2_ARATH",6
"742","ATG3_ARATH",0.774706516,"ATG3_ARATH",2
"743","ATG4B_ORYSI",0.34717605,"ATG4B_ORYSI",2
"744","ATG4B_ORYSJ",0.31330761,"ATG4B_ORYSJ",5
"745","ATG5_ORYSJ",0.661170067,"ATG5_ORYSJ",1
"746","ATG7_ARATH",0.242844392,"ATG7_ARATH",4
"747","ATG8A_ORYSJ",0.594063284,"ATG8A_ORYSJ",2
"748","ATG8B_ORYSJ",0.746809496,"ATG8B_ORYSJ",2
"749","ATG8C_ORYSJ",0.111673382,"ATG8C_ORYSJ",11
"750","ATG8D_ORYSJ",0.206700713,"ATG8D_ORYSJ",2
"751","ATG9_ARATH",0.301082765,"ATG9_ARATH",6
"752","ATI1_ARATH",0.127580245,"ATI1_ARATH",6
"753","ATK4_ARATH",0.656139021,"ATK4_ARATH",1
"754","ATK5_ARATH",0.095502893,"ATK5_ARATH",2
"755","ATL2_ARATH",0.706181495,"ATL2_ARATH",1
"756","ATL41_ARATH",0.844162454,"ATL41_ARATH",1
"757","ATL41_ORYSJ",0.292502597,"ATL41_ORYSJ",2
"758","ATL46_ARATH",0.421404261,"ATL46_ARATH",3
"759","ATL48_ARATH",0.67838669,"ATL48_ARATH",1
"760","ATL53_ARATH",0.55252139,"ATL53_ARATH",1
"761","ATL55_ARATH",0.281208249,"ATL55_ARATH",1
"762","ATL61_ORYSJ",0.94425208,"ATL61_ORYSJ",1
"763","ATL72_ARATH",0.414965371,"ATL72_ARATH",3
"764","ATL73_ARATH",0.453052236,"ATL73_ARATH",1
"765","ATL8_ARATH",0.768683679,"ATL8_ARATH",1
"766","ATL80_ARATH",0.745457762,"ATL80_ARATH",1
"767","ATM_ARATH",0.634920452,"ATM_ARATH",4
"768","ATOX1_ARATH",2.49e-06,"ATOX1_ARATH",13
"769","ATP4_ARATH",0.478280373,"ATP4_ARATH",2
"770","ATP4_IPOBA",0.767022964,"ATP4_IPOBA",1
"771","ATP5E_MAIZE",0.03727863,"ATP5E_MAIZE",6
"772","ATP5H_ARATH",0.731313385,"ATP5H_ARATH",3
"773","ATP7_ARATH",0.004033109,"ATP7_ARATH",4
"774","ATPA_SACHY",0.919199393,"ATPA_SACHY",1
"775","ATPB_AEGCR",0.156872579,"ATPB_AEGCR",1
"776","ATPB_SACOF",0.851038915,"ATPB_SACOF",1
"777","ATPB_WHEAT",0.02642051,"ATPB_WHEAT",1
"778","ATPBM_ACTDE",0.137061229,"ATPBM_ACTDE",2
"779","ATPBM_MAIZE",0.77429566,"ATPBM_MAIZE",2
"780","ATPBM_ORYSJ",0.324558608,"ATPBM_ORYSJ",1
"781","ATPD_CHLRE",0.307433963,"ATPD_CHLRE",4
"782","ATPD_SORBI",0.112588389,"ATPD_SORBI",8
"783","ATPD_TOBAC",0.086335928,"ATPD_TOBAC",2
"784","ATPE_SORBI",0.888871977,"ATPE_SORBI",1
"785","ATPF_SORBI",1,"ATPF_SORBI",1
"786","ATPF1_HUMAN",0.551079355,"ATPF1_HUMAN",1
"787","ATPF2_HUMAN",0.395581596,"ATPF2_HUMAN",1
"788","ATPG_MAIZE",0.723180674,"ATPG_MAIZE",2
"789","ATPG3_IPOBA",0.302962935,"ATPG3_IPOBA",4
"790","ATPH_ZYGCR",0.934055538,"ATPH_ZYGCR",1
"791","ATPI_SACOF",0.48082391,"ATPI_SACOF",1
"792","ATPO_IPOBA",0.201955567,"ATPO_IPOBA",4
"793","ATPX_SPIOL",0.712318442,"ATPX_SPIOL",1
"794","ATPZ_NOSS1",0.387667639,"ATPZ_NOSS1",2
"795","ATPZ_SYNP6",0.454129061,"ATPZ_SYNP6",1
"796","ATR_ORYSJ",0.40839781,"ATR_ORYSJ",1
"797","ATX1_ARATH",0.445309413,"ATX1_ARATH",2
"798","ATX10_DICDI",0.625242876,"ATX10_DICDI",1
"799","ATX2_ARATH",0.398840556,"ATX2_ARATH",6
"800","ATX3_ARATH",0.69919079,"ATX3_ARATH",1
"801","ATX3_ORYSJ",0.775056788,"ATX3_ORYSJ",1
"802","ATX4_ARATH",0.205784727,"ATX4_ARATH",3
"803","ATX5_ARATH",1,"ATX5_ARATH",1
"804","ATXR2_ARATH",0.528640888,"ATXR2_ARATH",2
"805","ATXR3_ARATH",0.421750685,"ATXR3_ARATH",9
"806","ATXR4_ARATH",0.262484736,"ATXR4_ARATH",2
"807","ATXR7_ARATH",0.382584175,"ATXR7_ARATH",3
"808","AUG1_ARATH",0.957092923,"AUG1_ARATH",1
"809","AUG3_ARATH",0.149002558,"AUG3_ARATH",1
"810","AUG4_ARATH",0.471626783,"AUG4_ARATH",1
"811","AUG5_ARATH",0.507487704,"AUG5_ARATH",1
"812","AUG6_ARATH",0.076610167,"AUG6_ARATH",5
"813","AUG7_ARATH",1,"AUG7_ARATH",1
"814","AUG8_ARATH",0.435267548,"AUG8_ARATH",3
"815","AUL1_ARATH",0.517398341,"AUL1_ARATH",3
"816","AUXI1_ARATH",0.343395423,"AUXI1_ARATH",2
"817","AUXI2_ARATH",0.190516748,"AUXI2_ARATH",4
"818","AVP_HORVU",0.146615561,"AVP_HORVU",2
"819","AVP_VIGRR",0.069224091,"AVP_VIGRR",8
"820","AVP1_ARATH",0.114863701,"AVP1_ARATH",10
"821","AVP2_ARATH",0.021808654,"AVP2_ARATH",2
"822","AVPX_ARATH",0.324662328,"AVPX_ARATH",5
"823","AVT1_YEAST",0.054880867,"AVT1_YEAST",5
"824","AXEP_POPTR",0.33373207,"AXEP_POPTR",2
"825","AYR1_SCHPO",0.51952086,"AYR1_SCHPO",1
"826","AZG1_ARATH",0.743711446,"AZG1_ARATH",1
"827","B120_ARATH",0.055851604,"B120_ARATH",14
"828","B2_DAUCA",0.172123562,"B2_DAUCA",18
"829","B3GT2_ARATH",0.011457448,"B3GT2_ARATH",5
"830","B3GT3_ARATH",0.000200379,"B3GT3_ARATH",4
"831","B3GTA_ARATH",0.594367618,"B3GTA_ARATH",3
"832","B3GTB_ARATH",0.341046538,"B3GTB_ARATH",3
"833","B3GTE_ARATH",0.550223157,"B3GTE_ARATH",3
"834","B3GTF_ARATH",0.690909453,"B3GTF_ARATH",2
"835","B3GTG_ARATH",0.58123617,"B3GTG_ARATH",4
"836","B3GTI_ARATH",0.596541491,"B3GTI_ARATH",2
"837","B3GTJ_ARATH",0.272657425,"B3GTJ_ARATH",3
"838","B3GTK_ARATH",0.745459385,"B3GTK_ARATH",2
"839","B561A_ARATH",0.429864925,"B561A_ARATH",3
